name,channel,month,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh
best_fixed_channel_composite_full,pv,11,191.67008094347244,91.73689807457282,-0.670014753505697,187.43096297114369,165.56987466873068,-5.614531322280044,1307.3100408369548,993.8127663882491,916.7048907064759,2967.117261932501,33770.30266694478,8490.28524084488
best_fixed_channel_composite_full,pv,12,162.7771324404772,77.37226575222408,-5.284503209442414,160.45624517934345,136.21523159857566,-13.102783561710952,913.8062854712953,729.8858678602248,648.9126181397144,1449.7255683452195,25046.669277199428,7402.912169085848
best_fixed_channel_composite_full,net,2,272.9740871080124,193.86833040669703,3.8198667188819915,271.410197687873,252.07426382677585,-13.364165322094555,2453.094653480057,1974.2558392686785,1635.3187244806788,10447.349616202158,64067.50261625059,16178.81019092977
best_fixed_channel_composite_full,net,3,340.7134499081242,224.257886226425,-21.0052578237946,339.93860912475543,313.6104394291964,-35.232885692442004,3069.310745142257,2369.787647429393,2037.8726136614996,16355.327170565472,99730.32777773036,22260.70924437828
best_fixed_channel_composite_full,net,4,372.87385142387444,239.9416550510386,-10.399432550106795,368.94760653344207,331.1734700739783,8.6518196167037,2969.915125152383,2196.510211120445,2112.243927355736,15313.187240640445,123721.72183503314,19017.41744947469
best_fixed_channel_composite_full,net,5,374.9550064329251,265.94348602833463,-22.226463933437508,381.6251222266452,362.4403267623255,-28.482520737464075,3152.3536263299793,2294.1875387142727,2027.222141617091,17252.31490527044,123338.94194384446,28460.536322765187
best_fixed_channel_composite_full,net,6,464.32280909691667,322.40521378247263,-9.757829685311332,474.6847276651195,464.22681827704264,35.75457683876587,5542.433092755881,3920.568350157538,3342.164059315334,53330.84129804778,162264.82974960393,26979.34524806798
best_fixed_channel_composite_full,net,7,444.5277781947929,330.3751749457605,23.292636194651138,442.47312375482045,415.4922398319801,46.44745497644565,3965.32322614664,3074.2929201374054,2471.6710542096635,27298.24355523958,170306.70203155943,24395.78588931505
best_fixed_channel_composite_full,net,8,399.24686905270875,286.3706864048167,-26.68864005547076,403.9811114046112,387.85224332200244,-10.925997908964039,3593.8039320144608,2848.755002543651,2472.7036388487613,22422.615801671174,136975.4466467196,26846.74981674195
best_fixed_channel_composite_full,net,9,396.954772406233,286.7045813245782,-63.48469706168511,405.7884345696366,413.45840950908536,-66.74275724760356,4755.724562867707,3476.546791840196,2757.5611471949082,39265.47937129037,118307.6119647939,34001.708243994035
best_fixed_channel_composite_full,net,10,321.64409477830503,212.5627424377258,-7.809160224216331,323.80705914900796,311.1768310895089,-9.799801203355722,3524.3346469720245,2571.5762192780617,2232.0235365326985,21564.122749735114,81890.80095602016,21134.942288069775
best_fixed_channel_composite_full,net,11,233.03433304264544,165.84831298992083,-2.454452831616068,229.0696373125695,209.5317278073316,1.6067506888828238,1596.0061508846156,1245.1420912630008,1057.1533455448211,4422.284086217926,49882.71629041267,14061.104922413404
best_fixed_channel_composite_full,net,12,243.12204140039788,177.78486769860228,0.8838282026664082,239.6217862806632,216.7350532992481,3.9359264358559587,2070.399931493771,1517.663380939773,1564.8735428922578,7441.937285294117,51666.38972940267,14236.331347522362
absolute_extra_trees_raw,load,2,200.93609547467068,164.4565509322284,138.50930162699458,196.219874560228,183.0902939354587,116.28583368517631,3427.767173590854,3324.22323904787,2072.2942468330784,20398.589924213597,19976.724540392373,2467.57784457971
absolute_extra_trees_raw,load,3,159.38905989327856,124.06464787867917,50.807345832542204,159.06721578896585,151.5297637305177,43.03988070751047,1622.653835786872,1254.9151606492164,1201.1860325804248,4571.190053461542,20833.6823602016,6897.918975909117
absolute_extra_trees_raw,load,4,118.83075643894341,94.66929153080193,-2.6663581719915577,118.69295794914912,114.95014779096438,0.1401976827864267,506.9478716320572,414.1533240970527,349.375243032319,446.1738620699179,13674.57481378157,8326.301665827757
absolute_extra_trees_raw,load,5,182.86670719648836,135.05844344622977,-55.58623296006322,199.39453703035315,235.51870370090523,-107.9986804097499,1572.859328436229,1338.5995834538812,613.1520309015023,4294.941783070945,29145.290817815265,26594.291610758064
absolute_extra_trees_raw,load,6,256.3285844922021,188.39224361619986,-41.361400744423854,267.1907623031237,288.7481733959916,-40.73596428820044,3644.491975811694,2319.6068513054975,1898.7675940299614,23059.586391937202,42644.75683583879,22514.814459883302
absolute_extra_trees_raw,load,7,346.83860077310703,273.25044956499283,-161.4781485202476,351.47942714896044,351.7941655461895,-185.55231538308078,6041.523221271856,3915.7735501610023,3390.4686749359707,63368.06047424835,56928.95451199839,42822.7606478569
absolute_extra_trees_raw,load,8,211.8533441588437,168.93137368133807,102.86542509080992,208.80357763978805,208.6257799695525,100.57335145844793,2610.901485198552,2468.770202179438,1461.6962950144045,11834.733620506955,33047.105810778514,6341.5801926992035
absolute_extra_trees_raw,load,9,280.21667971496845,188.63458712996433,102.53773163180706,285.4878444462539,301.57541170623153,113.79586780910074,5038.1246622819735,2710.5482213142236,2533.7238632108133,44067.18769564904,34454.19989483214,7732.490854511271
absolute_extra_trees_raw,load,10,134.8564432751652,100.34470361364457,30.110596778583286,144.27229133873203,166.93328720863792,51.29452656723128,1201.3326653367878,766.6361344545629,493.9172154831322,2505.555855564567,15680.704437263279,6343.687148686346
absolute_extra_trees_raw,load,11,117.35284634071778,94.09965950008838,10.490705603033732,116.77799488511381,113.04776608231523,6.057064606117775,435.498948908513,345.52618748292184,273.11355993023227,329.26967795211726,13442.420866316,7652.603605252916
absolute_extra_trees_raw,load,12,175.7212694817365,131.11364020546725,-45.03974145804452,173.05244486973723,164.92173734661282,-26.829849406187638,2255.967009072096,1261.2616168466102,1671.852568105775,8835.741572954337,22042.222975318724,13763.77056689463
absolute_extra_trees_raw,pv,2,460.6952867593203,210.95120850697248,-192.0958264166223,436.83665725394815,298.25219364954563,-120.55587540280926,5339.8721790019035,4704.482208265509,3662.616538592177,49503.88001402522,162736.2672282271,22314.448711342295
absolute_extra_trees_raw,pv,3,430.0136581659928,198.9215109357832,-90.7096398148015,395.6024504498176,275.201955630578,6.581688885198173,3950.943658786471,3337.9823542689264,2745.968470487943,27100.617699487895,157811.12850981145,12047.91058849374
absolute_extra_trees_raw,pv,4,339.79951129959204,171.39038786887969,-35.09853512205064,336.0061074234047,296.0786277700107,-11.964651214704071,2895.2818854739635,2286.585622947547,2034.9959115066772,14553.224299225118,100910.48358021646,14840.885596067164
absolute_extra_trees_raw,pv,5,328.76207796732143,180.49695136453366,39.915812207833724,330.04679167630985,299.32347063876745,41.33980255904692,2756.3433512123574,2099.45769175844,1890.2816361041757,13189.980329466269,94894.52357992489,11555.572321349859
absolute_extra_trees_raw,pv,6,425.6214679684836,222.7656370786334,107.54497346567636,426.16524330152083,392.8183851492639,100.79974348554445,4864.079397482416,3744.2986845155856,3265.8423917477367,41075.11872398074,140078.51527166614,10273.47742226951
absolute_extra_trees_raw,pv,7,383.39449958662357,202.97690740424437,-112.23598753736387,375.33649808456795,312.9715343101527,-75.2101148415583,3884.4414829177676,3128.461903093081,2641.2237750677473,26195.982003840953,120795.36030943654,22821.842391245267
absolute_extra_trees_raw,pv,8,447.4036163740167,232.28002909093368,-140.02650440868726,430.02686037543907,352.52659650653817,-67.48266303842058,4345.66423243848,3723.0610421089423,3013.7683219392757,32786.10698106791,167383.88896348036,23993.91288781128
